Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
December 31 2021,Yakima,WA,Truck,0,0,0,61784,61784,0.00
May 31 2019,Larimer,CO,Passenger,1,0,1,59,60,1.67
July 31 2022,Los Angeles,CA,Passenger,7,8,15,748,763,1.97
April 30 2019,Kern,CA,Passenger,0,1,1,228,229,0.44
April 30 2021,Anne Arundel,MD,Passenger,4,2,6,399,405,1.48
April 30 2021,Hudson,NJ,Passenger,1,0,1,43,44,2.27
May 31 2017,Spokane,WA,Passenger,245,211,456,296372,296828,0.15
April 30 2021,Sumter,SC,Passenger,0,1,1,38,39,2.56
September 30 2021,Anne Arundel,MD,Passenger,4,2,6,374,380,1.58
October 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
April 30 2021,Santa Cruz,CA,Passenger,1,0,1,28,29,3.45
December 31 2019,Pacific,WA,Passenger,30,30,60,16119,16179,0.37
December 31 2019,Pinal,AZ,Passenger,1,0,1,192,193,0.52
July 31 2020,Placer,CA,Passenger,2,0,2,91,93,2.15
February 29 2020,Suffolk,MA,Passenger,0,1,1,39,40,2.50
August 31 2019,Howard,MD,Passenger,0,1,1,76,77,1.30
April 30 2020,Douglas,WA,Passenger,69,40,109,28017,28126,0.39
September 30 2020,Whitman,WA,Truck,0,0,0,8497,8497,0.00
October 31 2017,Canyon,ID,Passenger,0,1,1,93,94,1.06
March 31 2018,Brevard,FL,Passenger,0,1,1,101,102,0.98
January 31 2018,Montgomery,TN,Passenger,1,0,1,275,276,0.36
February 28 2022,Louisa,VA,Passenger,0,1,1,1,2,50.00
October 31 2018,Collier,FL,Passenger,1,0,1,20,21,4.76
April 30 2020,Whitman,WA,Passenger,44,48,92,22311,22403,0.41
September 30 2020,Asotin,WA,Passenger,17,14,31,12397,12428,0.25
October 31 2017,Fairfax,VA,Passenger,3,2,5,842,847,0.59
July 31 2017,Marion,OR,Passenger,1,0,1,165,166,0.60
May 31 2020,Ada,ID,Passenger,0,1,1,280,281,0.36
September 30 2020,Henrico,VA,Passenger,0,1,1,17,18,5.56
January 31 2022,Las Animas,CO,Passenger,1,0,1,1,2,50.00
March 31 2022,Thurston,WA,Truck,3,0,3,55739,55742,0.01
January 31 2017,El Paso,CO,Passenger,1,1,2,888,890,0.22
July 31 2017,St. Lucie,FL,Passenger,1,0,1,32,33,3.03
November 30 2019,Nassau,NY,Passenger,4,0,4,42,46,8.70
May 31 2023,Snohomish,WA,Passenger,12170,2980,15150,526244,541394,2.80
September 30 2017,Skagit,WA,Passenger,148,120,268,88644,88912,0.30
September 30 2021,Kitsap,WA,Truck,0,0,0,54324,54324,0.00
May 31 2020,Douglas,NE,Passenger,0,1,1,56,57,1.75
May 31 2018,Sumter,FL,Passenger,0,1,1,9,10,10.00
May 31 2019,Lumpkin,GA,Passenger,1,0,1,4,5,20.00
November 30 2020,Spokane,WA,Passenger,858,541,1399,320237,321636,0.43
May 31 2023,Stevens,WA,Passenger,109,64,173,29640,29813,0.58
May 31 2023,Kings,CA,Passenger,2,2,4,266,270,1.48
August 31 2023,King,WA,Truck,824,2,826,170278,171104,0.48
August 31 2018,Clark,WA,Truck,0,0,0,79304,79304,0.00
July 31 2018,Wahkiakum,WA,Truck,0,0,0,1681,1681,0.00
January 31 2023,Arlington,VA,Passenger,1,0,1,110,111,0.90
May 31 2022,Wichita,TX,Passenger,1,0,1,41,42,2.38
October 31 2022,Elmore,ID,Passenger,1,0,1,13,14,7.14
October 31 2017,Kittitas,WA,Passenger,33,23,56,28116,28172,0.20
June 30 2017,Montgomery,MD,Passenger,1,0,1,308,309,0.32
October 31 2020,Stafford,VA,Passenger,1,1,2,97,99,2.02
May 31 2019,Klickitat,WA,Truck,0,0,0,8238,8238,0.00
March 31 2021,Whitman,WA,Truck,0,0,0,8553,8553,0.00
March 31 2019,Tulsa,OK,Passenger,1,1,2,48,50,4.00
August 31 2020,Thurston,WA,Passenger,1194,752,1946,197075,199021,0.98
September 30 2017,Richland,SC,Passenger,0,1,1,189,190,0.53
May 31 2023,Chelan,WA,Passenger,619,159,778,54058,54836,1.42
May 31 2017,Stevens,WA,Truck,0,0,0,18254,18254,0.00
June 30 2022,Prince George's,MD,Passenger,3,1,4,122,126,3.17
November 30 2020,Washtenaw,MI,Passenger,1,0,1,33,34,2.94
May 31 2018,Walla Walla,WA,Passenger,34,42,76,35568,35644,0.21
February 28 2021,El Dorado,CA,Passenger,1,0,1,34,35,2.86
June 30 2019,,,Passenger,4,1,5,399,404,1.24
April 30 2021,San Mateo,CA,Passenger,1,1,2,105,107,1.87
May 31 2019,Brevard,FL,Passenger,0,1,1,87,88,1.14
December 31 2020,Richland,SC,Passenger,0,1,1,144,145,0.69
July 31 2023,Prince George's,MD,Passenger,3,1,4,102,106,3.77
December 31 2020,Dallas,IA,Passenger,0,1,1,10,11,9.09
November 30 2021,Philadelphia,PA,Passenger,1,0,1,41,42,2.38
April 30 2020,Houston,GA,Passenger,1,0,1,59,60,1.67
August 31 2021,New London,CT,Passenger,1,3,4,217,221,1.81
November 30 2020,Williamson,TX,Passenger,0,2,2,125,127,1.57
July 31 2017,Gwinnett,GA,Passenger,0,1,1,84,85,1.18
August 31 2018,DeKalb,GA,Passenger,1,0,1,81,82,1.22
March 31 2021,Queens,NY,Passenger,2,0,2,49,51,3.92
January 31 2022,Garfield,WA,Truck,0,0,0,994,994,0.00
November 30 2018,Virginia Beach,VA,Passenger,2,1,3,705,708,0.42
June 30 2022,Fresno,CA,Passenger,1,0,1,142,143,0.70
September 30 2018,Nueces,TX,Passenger,1,1,2,86,88,2.27
March 31 2021,Carson City,NV,Passenger,1,0,1,12,13,7.69
October 31 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
February 28 2023,Adams,WA,Passenger,21,11,32,13020,13052,0.25
June 30 2020,Douglas,NE,Passenger,0,1,1,55,56,1.79
November 30 2017,Garfield,WA,Passenger,1,0,1,1313,1314,0.08
July 31 2020,Bartow,GA,Passenger,0,1,1,4,5,20.00
February 28 2017,Grays Harbor,WA,Truck,0,0,0,19819,19819,0.00
January 31 2021,Solano,CA,Passenger,1,0,1,199,200,0.50
April 30 2018,Orange,FL,Passenger,2,1,3,170,173,1.73
April 30 2023,Sarpy,NE,Passenger,1,0,1,48,49,2.04
July 31 2020,Randolph,NC,Passenger,1,0,1,7,8,12.50
May 31 2021,Okanogan,WA,Passenger,61,37,98,26410,26508,0.37
October 31 2018,Shelby,TN,Passenger,0,1,1,103,104,0.96
July 31 2022,Douglas,CO,Passenger,0,1,1,73,74,1.35
January 31 2020,Richland,SC,Passenger,0,1,1,161,162,0.62
July 31 2018,Marin,CA,Passenger,1,0,1,55,56,1.79
March 31 2020,Eagle,CO,Passenger,1,0,1,10,11,9.09
March 31 2022,Grant,WA,Truck,0,0,0,28043,28043,0.00
October 31 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
November 30 2017,Kitsap,WA,Passenger,676,367,1043,175377,176420,0.59
November 30 2017,Anne Arundel,MD,Passenger,0,1,1,492,493,0.20
January 31 2022,El Paso,TX,Passenger,2,0,2,355,357,0.56
May 31 2017,Ferry,WA,Truck,0,0,0,3545,3545,0.00
September 30 2019,Lake,FL,Passenger,1,0,1,21,22,4.55
July 31 2017,Skamania,WA,Passenger,9,7,16,8552,8568,0.19
January 31 2020,Harnett,NC,Passenger,1,1,2,209,211,0.95
January 31 2020,Placer,CA,Passenger,1,0,1,99,100,1.00
February 28 2023,Madison,IL,Passenger,1,0,1,15,16,6.25
December 31 2019,Maricopa,AZ,Passenger,7,7,14,1514,1528,0.92
October 31 2018,Charles,MD,Passenger,0,1,1,83,84,1.19
April 30 2017,Moore,NC,Passenger,0,1,1,206,207,0.48
November 30 2017,Pima,AZ,Passenger,1,1,2,416,418,0.48
July 31 2021,Charleston,SC,Passenger,1,1,2,87,89,2.25
May 31 2022,Washington,MD,Passenger,2,0,2,14,16,12.50
April 30 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
June 30 2018,Franklin,MA,Passenger,0,1,1,1,2,50.00
November 30 2020,Klickitat,WA,Passenger,62,42,104,14974,15078,0.69
January 31 2020,Yakima,WA,Passenger,121,115,236,166245,166481,0.14
April 30 2017,Anne Arundel,MD,Passenger,0,1,1,501,502,0.20
April 30 2020,St. Mary's,MD,Passenger,1,0,1,221,222,0.45
July 31 2020,Travis,TX,Passenger,2,1,3,174,177,1.69
November 30 2017,Sedgwick,KS,Passenger,0,1,1,105,106,0.94
March 31 2022,Greene,MO,Passenger,0,1,1,27,28,3.57
June 30 2021,Harford,MD,Passenger,0,1,1,56,57,1.75
February 28 2018,Douglas,WA,Truck,0,0,0,11814,11814,0.00
March 31 2019,Hawaii,HI,Passenger,1,0,1,61,62,1.61
September 30 2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
January 31 2021,Owyhee,ID,Passenger,1,0,1,3,4,25.00
January 31 2018,Okanogan,WA,Truck,0,0,0,16331,16331,0.00
May 31 2019,Boulder,CO,Passenger,1,0,1,43,44,2.27
May 31 2019,Anne Arundel,MD,Passenger,1,2,3,451,454,0.66
July 31 2020,Shasta,CA,Passenger,1,0,1,38,39,2.56
December 31 2020,Adams,WA,Truck,0,0,0,5337,5337,0.00
May 31 2023,St. Tammany,LA,Passenger,1,0,1,31,32,3.12
November 30 2021,Pierce,WA,Passenger,4129,2111,6240,557230,563470,1.11
July 31 2021,Cowlitz,WA,Truck,0,0,0,29118,29118,0.00
September 30 2022,Garfield,WA,Truck,0,0,0,969,969,0.00
May 31 2018,Allegheny,PA,Passenger,1,0,1,75,76,1.32
July 31 2020,Maui,HI,Passenger,2,0,2,31,33,6.06
February 28 2022,Snohomish,WA,Passenger,7454,2310,9764,535877,545641,1.79
July 31 2021,Clark,WA,Passenger,2977,1459,4436,322363,326799,1.36
April 30 2022,Grant,WA,Passenger,159,98,257,66884,67141,0.38
May 31 2020,Harrison,MS,Passenger,1,0,1,55,56,1.79
March 31 2020,Duval,FL,Passenger,0,2,2,366,368,0.54
September 30 2018,Jefferson,CO,Passenger,0,1,1,65,66,1.52
February 28 2022,Las Animas,CO,Passenger,1,0,1,1,2,50.00
April 30 2017,Guilford,NC,Passenger,1,0,1,31,32,3.12
November 30 2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
May 31 2018,Yakima,WA,Truck,0,0,0,58337,58337,0.00
September 30 2019,Clark,WA,Truck,0,0,0,80968,80968,0.00
February 28 2019,Columbia,WA,Passenger,2,2,4,2431,2435,0.16
March 31 2017,Bergen,NJ,Passenger,0,2,2,32,34,5.88
May 31 2017,Wayne,MI,Passenger,0,1,1,68,69,1.45
July 31 2019,Cape May,NJ,Passenger,0,1,1,15,16,6.25
June 30 2020,Rogers,OK,Passenger,1,0,1,5,6,16.67
March 31 2019,Santa Rosa,FL,Passenger,1,0,1,88,89,1.12
March 31 2022,Douglas,CO,Passenger,0,1,1,79,80,1.25
June 30 2022,Sedgwick,KS,Passenger,1,1,2,77,79,2.53
February 28 2023,Ulster,NY,Passenger,1,0,1,6,7,14.29
April 30 2021,Lewis,WA,Passenger,146,135,281,59776,60057,0.47
October 31 2018,Kittitas,WA,Passenger,57,35,92,29275,29367,0.31
July 31 2018,Orange,CA,Passenger,4,1,5,566,571,0.88
December 31 2022,Kittitas,WA,Passenger,300,93,393,29546,29939,1.31
April 30 2020,Calvert,MD,Passenger,0,2,2,90,92,2.17
November 30 2020,Lincoln,WA,Truck,0,0,0,4660,4660,0.00
March 31 2022,Dorchester,SC,Passenger,1,0,1,60,61,1.64
May 31 2020,Adams,WA,Truck,0,0,0,5217,5217,0.00
January 31 2021,Bucks,PA,Passenger,1,0,1,19,20,5.00
July 31 2021,San Francisco,CA,Passenger,0,1,1,87,88,1.14
August 31 2017,Prince William,VA,Passenger,0,3,3,266,269,1.12
October 31 2021,Missoula,MT,Passenger,1,0,1,54,55,1.82
August 31 2021,Las Animas,CO,Passenger,1,0,1,0,1,100.00
February 28 2022,Wilson,NC,Passenger,1,0,1,0,1,100.00
April 30 2020,Grays Harbor,WA,Passenger,106,110,216,48071,48287,0.45
February 28 2018,New London,CT,Passenger,1,1,2,253,255,0.78
April 30 2022,DeKalb,GA,Passenger,1,0,1,52,53,1.89
February 28 2023,Polk,OR,Passenger,0,1,1,18,19,5.26
June 30 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
November 30 2021,Harford,MD,Passenger,0,1,1,54,55,1.82
November 30 2018,Santa Cruz,CA,Passenger,1,0,1,42,43,2.33
April 30 2020,Spartanburg,SC,Passenger,0,1,1,50,51,1.96
April 30 2017,Albemarle,VA,Passenger,0,1,1,31,32,3.12
February 28 2019,Nassau,NY,Passenger,3,0,3,38,41,7.32
January 31 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
April 30 2022,Klickitat,WA,Truck,0,0,0,8280,8280,0.00
October 31 2022,Sarpy,NE,Passenger,1,0,1,52,53,1.89
August 31 2022,Plaquemines,LA,Passenger,1,1,2,16,18,11.11
March 31 2022,St. Mary's,MD,Passenger,1,0,1,202,203,0.49
July 31 2022,Goochland,VA,Passenger,2,1,3,109,112,2.68
May 31 2017,Morris,NJ,Passenger,1,0,1,24,25,4.00
June 30 2019,Wahkiakum,WA,Passenger,2,2,4,3009,3013,0.13
June 30 2022,Wahkiakum,WA,Passenger,23,11,34,3071,3105,1.10
February 28 2023,Lake,IL,Passenger,1,0,1,122,123,0.81
November 30 2021,St. Clair,IL,Passenger,2,0,2,124,126,1.59
May 31 2020,Montgomery,TX,Passenger,1,0,1,55,56,1.79
October 31 2021,Meade,KY,Passenger,1,0,1,22,23,4.35
June 30 2020,Rockingham,NH,Passenger,1,0,1,23,24,4.17
July 31 2023,Douglas,WA,Passenger,213,65,278,28454,28732,0.97
February 28 2017,Grays Harbor,WA,Passenger,27,24,51,44252,44303,0.12
December 31 2018,Pima,AZ,Passenger,1,1,2,404,406,0.49
November 30 2017,Chelan,WA,Truck,0,0,0,21520,21520,0.00
July 31 2020,Broward,FL,Passenger,2,1,3,110,113,2.65
August 31 2019,Nantucket,MA,Passenger,1,0,1,2,3,33.33
November 30 2021,Sedgwick,KS,Passenger,1,1,2,84,86,2.33
January 31 2021,Milwaukee,WI,Passenger,1,0,1,41,42,2.38
November 30 2019,Harnett,NC,Passenger,1,1,2,212,214,0.93
January 31 2017,Muscogee,GA,Passenger,0,1,1,266,267,0.37
March 31 2018,Garfield,OK,Passenger,1,0,1,21,22,4.55
December 31 2019,Nassau,NY,Passenger,4,0,4,42,46,8.70
December 31 2022,Fairbanks North Star,AK,Passenger,0,1,1,58,59,1.69
July 31 2018,Charleston,SC,Passenger,1,0,1,131,132,0.76
April 30 2019,King,WA,Truck,5,1,6,181811,181817,0.00
May 31 2019,Cowlitz,WA,Truck,0,0,0,28847,28847,0.00
May 31 2020,Clay,FL,Passenger,0,1,1,80,81,1.23
August 31 2020,Norfolk,VA,Passenger,2,2,4,347,351,1.14
December 31 2019,Polk,FL,Passenger,1,0,1,65,66,1.52
July 31 2019,Penobscot,ME,Passenger,0,1,1,14,15,6.67
June 30 2019,Pierce,WA,Passenger,1808,1556,3364,543036,546400,0.62
June 30 2022,San Juan,WA,Truck,1,0,1,5985,5986,0.02
July 31 2020,Whatcom,WA,Truck,3,0,3,43155,43158,0.01
August 31 2017,Clallam,WA,Passenger,96,79,175,48547,48722,0.36
June 30 2023,Chesapeake,VA,Passenger,2,2,4,266,270,1.48
February 28 2023,Chelan,WA,Truck,19,0,19,23129,23148,0.08
May 31 2022,Kauai,HI,Passenger,1,0,1,17,18,5.56
January 31 2023,Plaquemines,LA,Passenger,1,1,2,16,18,11.11
May 31 2018,Spokane,WA,Passenger,324,302,626,302441,303067,0.21
May 31 2019,Island,WA,Passenger,315,234,549,63338,63887,0.86
October 31 2019,Whatcom,WA,Truck,2,0,2,43094,43096,0.00
April 30 2018,Tarrant,TX,Passenger,1,0,1,221,222,0.45
January 31 2017,Hawaii,HI,Passenger,1,0,1,90,91,1.10
May 31 2022,Collier,FL,Passenger,1,0,1,15,16,6.25
February 28 2021,Pennington,SD,Passenger,1,0,1,37,38,2.63
October 31 2019,Rogers,OK,Passenger,1,0,1,5,6,16.67
November 30 2022,Ulster,NY,Passenger,1,0,1,7,8,12.50
December 31 2022,Washington,MD,Passenger,2,0,2,14,16,12.50
March 31 2020,Fulton,GA,Passenger,1,2,3,105,108,2.78
May 31 2022,Stafford,VA,Passenger,2,1,3,92,95,3.16
August 31 2018,King,WA,Truck,7,1,8,182986,182994,0.00
October 31 2018,Kittitas,WA,Truck,0,0,0,14126,14126,0.00
July 31 2021,Kittitas,WA,Truck,0,0,0,14792,14792,0.00
March 31 2022,,,Passenger,3,1,4,290,294,1.36
August 31 2023,Larimer,CO,Passenger,1,0,1,27,28,3.57
December 31 2020,Multnomah,OR,Passenger,3,6,9,687,696,1.29
June 30 2018,Palm Beach,FL,Passenger,0,1,1,83,84,1.19
May 31 2020,Norfolk,VA,Passenger,2,2,4,348,352,1.14
August 31 2023,Lewis,WA,Passenger,341,247,588,57739,58327,1.01
August 31 2017,Moore,NC,Passenger,0,1,1,201,202,0.50
September 30 2017,Chelan,WA,Truck,0,0,0,21415,21415,0.00
October 31 2022,Franklin,WA,Truck,2,0,2,20883,20885,0.01
December 31 2020,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
January 31 2019,Saratoga,NY,Passenger,1,0,1,61,62,1.61
July 31 2019,Spokane,WA,Truck,1,0,1,95235,95236,0.00
June 30 2017,Adams,WA,Truck,0,0,0,5106,5106,0.00
January 31 2020,Duval,FL,Passenger,1,2,3,373,376,0.80
February 28 2019,St. Lucie,FL,Passenger,1,0,1,30,31,3.23
November 30 2021,Currituck,NC,Passenger,1,0,1,23,24,4.17
March 31 2021,Monterey,CA,Passenger,0,1,1,150,151,0.66
April 30 2020,Jefferson,WA,Truck,0,0,0,9531,9531,0.00
May 31 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
June 30 2020,Thurston,WA,Passenger,1143,735,1878,196881,198759,0.94
March 31 2023,Asotin,WA,Passenger,31,21,52,12425,12477,0.42
July 31 2023,Jefferson,NY,Passenger,2,1,3,168,171,1.75
May 31 2023,Ray,MO,Passenger,0,1,1,0,1,100.00
September 30 2018,Pima,AZ,Passenger,1,1,2,415,417,0.48
June 30 2022,Suffolk,VA,Passenger,1,0,1,124,125,0.80
March 31 2023,Orange,CA,Passenger,7,2,9,303,312,2.88
June 30 2021,Pierce,WA,Passenger,3470,1997,5467,560378,565845,0.97
March 31 2017,Benton,WA,Truck,0,0,0,39849,39849,0.00
May 31 2017,Fairfax,VA,Passenger,3,2,5,864,869,0.58
August 31 2018,Fairfax,VA,Passenger,3,2,5,818,823,0.61
May 31 2018,Pacific,WA,Truck,0,0,0,7588,7588,0.00
October 31 2021,San Joaquin,CA,Passenger,1,1,2,100,102,1.96
September 30 2022,Cape May,NJ,Passenger,0,1,1,6,7,14.29
December 31 2018,Denver,CO,Passenger,1,0,1,128,129,0.78
December 31 2019,Stevens,WA,Passenger,31,31,62,31606,31668,0.20
February 28 2019,Deschutes,OR,Passenger,3,0,3,164,167,1.80
August 31 2020,Kings,NY,Passenger,1,0,1,64,65,1.54
December 31 2018,Ferry,WA,Passenger,3,2,5,4384,4389,0.11
March 31 2019,Virginia Beach,VA,Passenger,1,1,2,706,708,0.28
February 28 2023,Pend Oreille,WA,Truck,0,0,0,5575,5575,0.00
December 31 2019,Clay,FL,Passenger,0,1,1,85,86,1.16
February 28 2023,Philadelphia,PA,Passenger,1,0,1,36,37,2.70
December 31 2022,Hamilton,OH,Passenger,1,0,1,28,29,3.45
March 31 2022,Washington,MD,Passenger,2,0,2,14,16,12.50
November 30 2018,Jefferson,WA,Passenger,169,104,273,24795,25068,1.09
November 30 2020,Clark,NV,Passenger,4,2,6,658,664,0.90
May 31 2023,Placer,CA,Passenger,1,0,1,58,59,1.69
April 30 2022,Jefferson,WA,Passenger,415,210,625,24729,25354,2.47
August 31 2022,San Mateo,CA,Passenger,1,0,1,73,74,1.35
January 31 2022,Hawaii,HI,Passenger,1,0,1,38,39,2.56
April 30 2022,San Bernardino,CA,Passenger,1,1,2,339,341,0.59
September 30 2020,Suffolk,MA,Passenger,0,2,2,36,38,5.26
October 31 2017,Madison,ID,Passenger,1,0,1,38,39,2.56
May 31 2019,Rogers,OK,Passenger,1,0,1,5,6,16.67
December 31 2020,Saginaw,MI,Passenger,2,0,2,9,11,18.18
June 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
August 31 2020,Middlesex,MA,Passenger,1,1,2,93,95,2.11
December 31 2021,Lake,FL,Passenger,1,0,1,22,23,4.35
August 31 2017,Benton,WA,Passenger,161,147,308,129038,129346,0.24
April 30 2019,Frederick,MD,Passenger,1,1,2,79,81,2.47
February 28 2018,Hawaii,HI,Passenger,1,0,1,81,82,1.22
May 31 2018,Dallas,TX,Passenger,0,1,1,193,194,0.52
December 31 2018,Eagle,CO,Passenger,1,0,1,5,6,16.67
February 28 2018,DeKalb,IN,Passenger,1,0,1,1,2,50.00
June 30 2017,Whatcom,WA,Passenger,462,175,637,143059,143696,0.44
August 31 2020,Greene,MO,Passenger,0,1,1,36,37,2.70
June 30 2023,Richmond,GA,Passenger,0,1,1,57,58,1.72
June 30 2018,Garfield,OK,Passenger,1,0,1,17,18,5.56
March 31 2022,Kitsap,WA,Passenger,2273,1006,3279,179223,182502,1.80
June 30 2020,DuPage,IL,Passenger,3,0,3,60,63,4.76
September 30 2019,Garfield,WA,Passenger,0,1,1,1311,1312,0.08
April 30 2017,Honolulu,HI,Passenger,4,2,6,608,614,0.98
February 28 2021,Loudoun,VA,Passenger,1,0,1,71,72,1.39
September 30 2020,Carroll,NH,Passenger,0,1,1,5,6,16.67
September 30 2020,Harford,MD,Passenger,0,1,1,60,61,1.64
May 31 2022,Hillsborough,FL,Passenger,0,2,2,125,127,1.57
June 30 2017,Grant,WA,Truck,0,0,0,25219,25219,0.00
September 30 2020,Maui,HI,Passenger,2,0,2,28,30,6.67
February 29 2020,Arlington,VA,Passenger,0,2,2,157,159,1.26
July 31 2023,Calvert,MD,Passenger,1,1,2,69,71,2.82
May 31 2021,Greene,MO,Passenger,0,1,1,34,35,2.86
October 31 2020,Cumberland,NC,Passenger,0,3,3,457,460,0.65
August 31 2023,Maui,HI,Passenger,1,0,1,16,17,5.88
July 31 2020,Boulder,CO,Passenger,1,1,2,47,49,4.08
January 31 2020,Cowlitz,WA,Passenger,127,111,238,73605,73843,0.32
August 31 2022,San Diego,CA,Passenger,19,10,29,2259,2288,1.27
January 31 2023,Columbia,WA,Passenger,8,1,9,2437,2446,0.37
December 31 2017,Maricopa,AZ,Passenger,2,1,3,1631,1634,0.18
July 31 2017,Lane,OR,Passenger,0,1,1,231,232,0.43
May 31 2018,Virginia Beach,VA,Passenger,2,1,3,693,696,0.43
April 30 2017,Montgomery,MD,Passenger,1,0,1,310,311,0.32
May 31 2021,Hillsborough,FL,Passenger,0,2,2,156,158,1.27
December 31 2022,Collier,FL,Passenger,1,0,1,13,14,7.14
February 28 2017,Marin,CA,Passenger,1,0,1,59,60,1.67
February 28 2021,Frederick,MD,Passenger,1,1,2,69,71,2.82
May 31 2021,Camden,NJ,Passenger,0,1,1,15,16,6.25
January 31 2021,Polk,FL,Passenger,1,0,1,57,58,1.72
June 30 2023,Calvert,MD,Passenger,1,1,2,69,71,2.82
April 30 2020,Valencia,NM,Passenger,1,0,1,6,7,14.29
January 31 2023,Alexandria,VA,Passenger,3,1,4,93,97,4.12
May 31 2022,Miami-Dade,FL,Passenger,1,0,1,76,77,1.30
May 31 2021,Goochland,VA,Passenger,4,2,6,228,234,2.56
November 30 2018,Franklin,WA,Truck,0,0,0,18986,18986,0.00
May 31 2023,Portsmouth,VA,Passenger,0,1,1,61,62,1.61
March 31 2018,Tarrant,TX,Passenger,1,0,1,224,225,0.44
July 31 2023,Norfolk,VA,Passenger,2,2,4,251,255,1.57
April 30 2021,Allegheny,PA,Passenger,1,1,2,65,67,2.99
February 28 2018,Santa Rosa,FL,Passenger,1,0,1,100,101,0.99
May 31 2022,San Juan,WA,Truck,1,0,1,5978,5979,0.02
January 31 2019,Maricopa,AZ,Passenger,5,3,8,1565,1573,0.51
March 31 2021,Honolulu,HI,Passenger,5,2,7,423,430,1.63
January 31 2020,Pacific,WA,Truck,0,0,0,7748,7748,0.00
July 31 2022,Adams,CO,Passenger,1,0,1,40,41,2.44
June 30 2020,Ulster,NY,Passenger,1,0,1,10,11,9.09
February 28 2017,Okanogan,WA,Passenger,3,15,18,25673,25691,0.07
October 31 2017,Kittitas,WA,Truck,0,0,0,13695,13695,0.00
November 30 2019,Wayne,MI,Passenger,0,1,1,62,63,1.59
March 31 2021,Nassau,FL,Passenger,1,0,1,33,34,2.94
November 30 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
May 31 2022,Island,WA,Passenger,796,372,1168,62005,63173,1.85
November 30 2019,Yakima,WA,Passenger,118,116,234,165999,166233,0.14
February 29 2020,Pinellas,FL,Passenger,1,1,2,113,115,1.74
April 30 2022,Kings,CA,Passenger,2,1,3,313,316,0.95
December 31 2021,Leavenworth,KS,Passenger,0,1,1,113,114,0.88
October 31 2018,San Juan,WA,Truck,0,0,0,5787,5787,0.00
December 31 2020,Arlington,VA,Passenger,0,2,2,144,146,1.37
December 31 2021,Las Animas,CO,Passenger,1,0,1,0,1,100.00
February 28 2017,Adams,WA,Passenger,2,2,4,12126,12130,0.03
August 31 2020,Virginia Beach,VA,Passenger,1,0,1,670,671,0.15
November 30 2017,Santa Rosa,FL,Passenger,1,0,1,106,107,0.93
October 31 2018,Tarrant,TX,Passenger,1,0,1,211,212,0.47
November 30 2020,Fort Bend,TX,Passenger,1,0,1,42,43,2.33
February 28 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
October 31 2021,DuPage,IL,Passenger,1,1,2,52,54,3.70
February 28 2021,Wilson,TX,Passenger,0,1,1,5,6,16.67
February 28 2022,Pierce,WA,Truck,2,0,2,144036,144038,0.00
March 31 2020,Deschutes,OR,Passenger,4,0,4,145,149,2.68
December 31 2022,Plaquemines,LA,Passenger,1,1,2,16,18,11.11
June 30 2017,Monterey,CA,Passenger,0,1,1,206,207,0.48
November 30 2020,Ventura,CA,Passenger,1,1,2,276,278,0.72
January 31 2021,St. Mary's,MD,Passenger,1,0,1,217,218,0.46
August 31 2021,Collin,TX,Passenger,2,1,3,108,111,2.70
June 30 2023,Ventura,CA,Passenger,1,2,3,192,195,1.54
September 30 2022,Plaquemines,LA,Passenger,1,1,2,16,18,11.11
December 31 2022,King,WA,Truck,386,2,388,178401,178789,0.22
September 30 2020,Clallam,WA,Passenger,245,173,418,49886,50304,0.83
July 31 2018,District of Columbia,DC,Passenger,0,3,3,193,196,1.53
August 31 2017,Frederick,MD,Passenger,0,1,1,84,85,1.18
August 31 2020,Charles,MD,Passenger,1,1,2,76,78,2.56
May 31 2019,Columbia,WA,Passenger,2,2,4,2444,2448,0.16
March 31 2018,Skamania,WA,Passenger,12,8,20,8667,8687,0.23
September 30 2018,Hardin,KY,Passenger,0,1,1,122,123,0.81
June 30 2023,Skamania,WA,Truck,1,0,1,3799,3800,0.03
November 30 2018,Deschutes,OR,Passenger,3,0,3,164,167,1.80
September 30 2022,Hardin,KY,Passenger,1,0,1,64,65,1.54
September 30 2021,Lake,IN,Passenger,0,1,1,8,9,11.11
June 30 2017,Benton,WA,Truck,0,0,0,40055,40055,0.00
March 31 2017,Snohomish,WA,Truck,1,0,1,122198,122199,0.00
